# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.118,0.82772,14.752,140.06,14.772,140.25,0.043379,0,0.043379,0,0.7731,7.3402,32.9,-106,9.7954,7.0523,0,0,0,1242.8,106.77,0.18658,0.0087397,NaN,67.04,NaN,0.044039,973617,186.8,0.34418,0.46454,0.51659,0.31449,0.029796,0.12025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018099,7.874,48.695,87,0,NaN,14.67,1007.3,340.19,2e-3,0.03869
0.12,0.85751,15.032,140.11,15.052,140.3,0.04494,0,0.04494,0,0.78779,7.3429,32.9,-106,9.7954,6.9305,0,0,0,1242.6,106.56,0.18657,0.0087397,NaN,67.037,NaN,0.044859,991733,186.85,0.35612,0.46456,0.51516,0.31449,0.029806,0.12026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018443,7.874,48.695,87,0,NaN,14.669,1007.3,340.19,2e-3,0.039833
0.122,0.88785,15.312,140.16,15.333,140.36,0.04653,0,0.04653,0,0.80247,7.3457,32.9,-106,9.7954,6.813,0,0,0,1242.3,106.35,0.18656,0.0087396,NaN,67.034,NaN,0.045679,1009860,186.89,0.36828,0.46457,0.51379,0.31449,0.029816,0.12027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018787,7.874,48.695,87,0,NaN,14.669,1007.3,340.19,2e-3,0.040444
0.124,0.91876,15.592,140.22,15.614,140.41,0.04815,0,0.04815,0,0.81717,7.3484,32.9,-106,9.7954,6.6996,0,0,0,1242.1,106.13,0.18656,0.0087396,NaN,67.031,NaN,0.0465,1027998,186.94,0.38065,0.46459,0.51247,0.31448,0.029827,0.12028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001913,7.874,48.695,87,0,NaN,14.669,1007.3,340.19,2e-3,0.040812
0.126,0.95022,15.873,140.27,15.895,140.46,0.049799,0,0.049799,0,0.83187,7.3512,32.9,-106,9.7954,6.59,0,0,0,1241.9,105.92,0.18655,0.0087396,NaN,67.029,NaN,0.047321,1046147,186.98,0.39324,0.46461,0.51121,0.31448,0.029838,0.12029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019475,7.874,48.695,87,0,NaN,14.669,1007.3,340.19,2e-3,0.041164
0.128,0.98225,16.154,140.32,16.176,140.51,0.051477,0,0.051477,0,0.84657,7.3539,32.9,-106,9.7954,6.4842,0,0,0,1241.7,105.7,0.18654,0.0087396,NaN,67.026,NaN,0.048142,1064305,187.03,0.40604,0.46463,0.51,0.31448,0.029848,0.1203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019819,7.874,48.695,87,0,NaN,14.669,1007.3,340.19,2e-3,0.041456
0.13,1.0148,16.434,140.37,16.457,140.56,0.053185,0,0.053185,0,0.86128,7.3566,32.9,-106,9.7954,6.3819,0,0,0,1241.5,105.49,0.18654,0.0087396,NaN,67.023,NaN,0.048964,1082474,187.07,0.41907,0.46465,0.50883,0.31448,0.02986,0.12031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020163,7.874,48.695,87,0,NaN,14.668,1007.3,340.19,2e-3,0.041752
0.132,1.048,16.715,140.42,16.738,140.62,0.054923,0,0.054923,0,0.87599,7.3593,32.9,-106,9.7954,6.2829,0,0,0,1241.3,105.27,0.18653,0.0087395,NaN,67.02,NaN,0.049787,1100653,187.12,0.43231,0.46467,0.50772,0.31447,0.029871,0.12032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020508,7.874,48.695,87,0,NaN,14.668,1007.3,340.19,2e-3,0.042057
0.134,1.0817,16.996,140.48,17.019,140.67,0.056689,0,0.056689,0,0.89071,7.362,32.9,-106,9.7954,6.1871,0,0,0,1241.1,105.06,0.18653,0.0087395,NaN,67.018,NaN,0.050609,1118841,187.16,0.44577,0.46469,0.50664,0.31447,0.029882,0.12033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020852,7.874,48.695,87,0,NaN,14.668,1007.3,340.19,2e-3,0.042344
0.136,1.116,17.277,140.53,17.301,140.72,0.058485,0,0.058485,0,0.90544,7.3647,32.9,-106,9.7954,6.0944,0,0,0,1240.8,104.84,0.18652,0.0087395,NaN,67.015,NaN,0.051433,1137039,187.21,0.45946,0.46471,0.50561,0.31447,0.029894,0.12034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021197,7.874,48.695,87,0,NaN,14.668,1007.3,340.19,2e-3,0.042661
0.138,1.1508,17.558,140.58,17.582,140.77,0.060311,0,0.060311,0,0.92017,7.3674,32.9,-106,9.7954,6.0045,0,0,0,1240.6,104.63,0.18651,0.0087395,NaN,67.012,NaN,0.052256,1155247,187.25,0.47336,0.46473,0.50462,0.31447,0.029906,0.12035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021542,7.874,48.695,87,0,NaN,14.668,1007.3,340.19,2e-3,0.043014
0.14,1.1862,17.839,140.63,17.864,140.82,0.062166,0,0.062166,0,0.93491,7.3701,32.9,-106,9.7954,5.9174,0,0,0,1240.4,104.41,0.18651,0.0087394,NaN,67.009,NaN,0.053081,1173464,187.3,0.48748,0.46475,0.50367,0.31446,0.029918,0.12037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021887,7.874,48.695,87,0,NaN,14.667,1007.2,340.19,2e-3,0.043383
0.142,1.2222,18.12,140.68,18.145,140.87,0.064051,0,0.064051,0,0.94965,7.3728,32.9,-106,9.7954,5.8329,0,0,0,1240.2,104.2,0.1865,0.0087394,NaN,67.007,NaN,0.053905,1191689,187.34,0.50183,0.46477,0.50275,0.31446,0.029931,0.12038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022232,7.874,48.695,87,0,NaN,14.667,1007.2,340.19,2e-3,0.043772
0.144,1.2587,18.402,140.73,18.427,140.92,0.065965,0,0.065965,0,0.9644,7.3754,32.9,-106,9.7954,5.7509,0,0,0,1240,103.98,0.18649,0.0087394,NaN,67.004,NaN,0.05473,1209924,187.39,0.5164,0.46479,0.50187,0.31446,0.029943,0.12039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022577,7.874,48.695,87,0,NaN,14.667,1007.2,340.19,2e-3,0.044106
0.146,1.2958,18.683,140.78,18.709,140.98,0.067908,0,0.067908,0,0.97915,7.3781,32.9,-106,9.7954,5.6713,0,0,0,1239.8,103.77,0.18649,0.0087394,NaN,67.001,NaN,0.055556,1228167,187.44,0.53119,0.46481,0.50102,0.31446,0.029956,0.1204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022923,7.874,48.695,87,0,NaN,14.667,1007.2,340.19,2e-3,0.04542
0.148,1.3334,18.965,140.83,18.991,141.03,0.069881,0,0.069881,0,0.99391,7.3807,32.9,-106,9.7954,5.594,0,0,0,1239.6,103.55,0.18648,0.0087394,NaN,66.998,NaN,0.056382,1246420,187.48,0.5462,0.46483,0.5002,0.31445,0.029969,0.12041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023268,7.874,48.695,87,0,NaN,14.666,1007.2,340.19,2e-3,0.045811
0.15,1.3716,19.247,140.88,19.273,141.08,0.071884,0,0.071884,0,1.0087,7.3833,32.9,-106,9.7954,5.519,0,0,0,1239.3,103.34,0.18647,0.0087393,NaN,66.996,NaN,0.057208,1264680,187.53,0.56143,0.46486,0.49941,0.31445,0.029982,0.12043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023614,7.874,48.695,87,0,NaN,14.666,1007.2,340.19,2e-3,0.046192
0.152,1.4104,19.528,140.93,19.555,141.13,0.073916,0,0.073916,0,1.0234,7.386,32.9,-106,9.7954,5.4324,0,0,0,1239.1,103.12,0.18647,0.0087393,NaN,66.993,NaN,0.058032,1282904,187.57,0.57668,0.46488,0.4985,0.31445,0.029995,0.12044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023959,7.874,48.695,87,0,NaN,14.666,1007.2,340.19,2e-3,0.046521
0.154,1.4497,19.81,140.98,19.837,141.18,0.075978,0,0.075978,0,1.0382,7.3886,32.9,-106,9.7954,5.3482,0,0,0,1238.9,102.91,0.18646,0.0087393,NaN,66.99,NaN,0.058857,1301138,187.62,0.59216,0.4649,0.49763,0.31444,0.030009,0.12045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024305,7.874,48.695,87,0,NaN,14.666,1007.2,340.19,2e-3,0.046874
0.156,1.4896,20.092,141.03,20.12,141.23,0.078069,0,0.078069,0,1.053,7.3912,32.9,-106,9.7954,5.2664,0,0,0,1238.7,102.69,0.18646,0.0087393,NaN,66.987,NaN,0.059683,1319380,187.66,0.60785,0.46493,0.49679,0.31444,0.030022,0.12046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024651,7.874,48.695,87,0,NaN,14.665,1007.2,340.19,2e-3,0.047177
0.158,1.5301,20.374,141.08,20.402,141.28,0.08019,0,0.08019,0,1.0678,7.3938,32.9,-106,9.7954,5.1867,0,0,0,1238.5,102.48,0.18645,0.0087392,NaN,66.985,NaN,0.060508,1337631,187.71,0.62377,0.46495,0.49598,0.31444,0.030036,0.12048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024997,7.874,48.695,87,0,NaN,14.665,1007.2,340.19,2e-3,0.047994
0.16,1.5711,20.657,141.13,20.685,141.33,0.08234,0,0.08234,0,1.0826,7.3964,32.9,-106,9.7954,5.1092,0,0,0,1238.3,102.26,0.18644,0.0087392,NaN,66.982,NaN,0.061335,1355891,187.75,0.63991,0.46497,0.4952,0.31443,0.03005,0.12049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025344,7.874,48.695,87,0,NaN,14.665,1007.2,340.19,2e-3,0.048424
0.162,1.6127,20.939,141.18,20.968,141.38,0.08452,0,0.08452,0,1.0974,7.399,32.9,-106,9.7954,5.0337,0,0,0,1238,102.05,0.18644,0.0087392,NaN,66.979,NaN,0.062161,1374160,187.8,0.65627,0.465,0.49445,0.31443,0.030065,0.1205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002569,7.874,48.695,87,0,NaN,14.665,1007.2,340.19,2e-3,0.04881
0.164,1.6549,21.221,141.23,21.25,141.43,0.086729,0,0.086729,0,1.1122,7.4016,32.9,-106,9.7954,4.9601,0,0,0,1237.8,101.83,0.18643,0.0087392,NaN,66.976,NaN,0.062988,1392437,187.84,0.67286,0.46502,0.49372,0.31443,0.030079,0.12052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026036,7.874,48.695,87,0,NaN,14.664,1007.2,340.19,2e-3,0.049158
0.166,1.6976,21.504,141.28,21.533,141.47,0.088969,0,0.088969,0,1.127,7.4042,32.9,-106,9.7954,4.8885,0,0,0,1237.6,101.62,0.18642,0.0087392,NaN,66.974,NaN,0.063816,1410723,187.89,0.68967,0.46505,0.49302,0.31442,0.030094,0.12053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026383,7.874,48.695,87,0,NaN,14.664,1007.2,340.19,2e-3,0.049575
0.168,1.7409,21.786,141.33,21.816,141.52,0.091237,0,0.091237,0,1.1418,7.4068,32.9,-106,9.7954,4.8186,0,0,0,1237.4,101.4,0.18642,0.0087391,NaN,66.971,NaN,0.064644,1429017,187.93,0.7067,0.46507,0.49235,0.31442,0.030109,0.12054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002673,7.874,48.695,87,0,NaN,14.664,1007.2,340.19,2e-3,0.049929
0.17,1.7848,22.069,141.38,22.099,141.57,0.093536,0,0.093536,0,1.1566,7.4093,32.9,-106,9.7954,4.7505,0,0,0,1237.2,101.19,0.18641,0.0087391,NaN,66.968,NaN,0.065472,1447319,187.98,0.72396,0.4651,0.4917,0.31442,0.030124,0.12056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027077,7.874,48.695,87,0,NaN,14.663,1007.2,340.18,2e-3,0.050346
0.172,1.8292,22.352,141.43,22.382,141.62,0.095864,0,0.095864,0,1.1714,7.4119,32.9,-106,9.7954,4.6841,0,0,0,1237,100.97,0.1864,0.0087391,NaN,66.965,NaN,0.0663,1465629,188.02,0.74145,0.46512,0.49107,0.31441,0.030139,0.12057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027424,7.874,48.695,87,0,NaN,14.663,1007.2,340.18,2e-3,0.050721
0.174,1.8742,22.635,141.48,22.666,141.67,0.098221,0,0.098221,0,1.1862,7.4144,32.9,-106,9.7954,4.6193,0,0,0,1236.8,100.76,0.1864,0.0087391,NaN,66.962,NaN,0.067129,1483948,188.07,0.75917,0.46515,0.49046,0.31441,0.030154,0.12059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027771,7.874,48.695,87,0,NaN,14.663,1007.2,340.18,2e-3,0.051019
0.176,1.9197,22.918,141.52,22.949,141.72,0.10061,0,0.10061,0,1.2011,7.417,32.9,-106,9.7954,4.5561,0,0,0,1236.5,100.54,0.18639,0.008739,NaN,66.96,NaN,0.067959,1502274,188.11,0.77711,0.46518,0.48988,0.31441,0.03017,0.1206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028118,7.874,48.695,87,0,NaN,14.663,1007.2,340.18,2e-3,0.05132
0.178,1.9658,23.201,141.57,23.233,141.77,0.10303,0,0.10303,0,1.2159,7.4195,32.9,-106,9.7954,4.4943,0,0,0,1236.3,100.33,0.18638,0.008739,NaN,66.957,NaN,0.068788,1520608,188.16,0.79527,0.4652,0.48931,0.3144,0.030186,0.12062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028465,7.874,48.695,87,0,NaN,14.662,1007.2,340.18,2e-3,0.051658
0.18,2.0125,23.484,141.62,23.516,141.81,0.10547,0,0.10547,0,1.2307,7.422,32.9,-106,9.7954,4.434,0,0,0,1236.1,100.11,0.18638,0.008739,NaN,66.954,NaN,0.069618,1538950,188.2,0.81367,0.46523,0.48876,0.3144,0.030202,0.12063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028813,7.874,48.695,87,0,NaN,14.662,1007.1,340.18,2e-3,0.052014
0.182,2.0598,23.767,141.67,23.8,141.86,0.10795,0,0.10795,0,1.2456,7.4245,32.9,-106,9.7954,4.3752,0,0,0,1235.9,99.896,0.18637,0.008739,NaN,66.951,NaN,0.070449,1557300,188.25,0.83229,0.46526,0.48824,0.3144,0.030218,0.12065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002916,7.874,48.695,87,0,NaN,14.662,1007.1,340.18,2e-3,0.052364
0.184,2.1076,24.051,141.72,24.084,141.91,0.11045,0,0.11045,0,1.2604,7.427,32.9,-106,9.7954,4.3177,0,0,0,1235.7,99.681,0.18637,0.0087389,NaN,66.949,NaN,0.071279,1575657,188.29,0.85114,0.46529,0.48773,0.31439,0.030235,0.12066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029508,7.874,48.695,87,0,NaN,14.661,1007.1,340.18,2e-3,0.052827
0.186,2.156,24.334,141.76,24.367,141.96,0.11299,0,0.11299,0,1.2753,7.4295,32.9,-106,9.7954,4.2614,0,0,0,1235.5,99.466,0.18636,0.0087389,NaN,66.946,NaN,0.07211,1594022,188.34,0.87022,0.46532,0.48723,0.31439,0.030251,0.12068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029856,7.874,48.695,87,0,NaN,14.661,1007.1,340.18,2e-3,0.053226
0.188,2.2049,24.618,141.81,24.651,142.01,0.11556,0,0.11556,0,1.2902,7.432,32.9,-106,9.7954,4.2065,0,0,0,1235.3,99.251,0.18635,0.0087389,NaN,66.943,NaN,0.072942,1612394,188.39,0.88952,0.46535,0.48676,0.31439,0.030268,0.12069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0030203,7.874,48.695,87,0,NaN,14.661,1007.1,340.18,2e-3,0.053562
0.19,2.2545,24.901,141.86,24.935,142.05,0.11815,0,0.11815,0,1.305,7.4344,32.9,-106,9.7954,4.1528,0,0,0,1235,99.036,0.18635,0.0087389,NaN,66.94,NaN,0.073774,1630774,188.43,0.90906,0.46537,0.4863,0.31438,0.030285,0.12071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0030551,7.874,48.695,87,0,NaN,14.66,1007.1,340.18,2e-3,0.053895
0.192,2.3045,25.185,141.9,25.22,142.1,0.12078,0,0.12078,0,1.3199,7.4369,32.9,-106,9.7954,4.1002,0,0,0,1234.8,98.821,0.18634,0.0087389,NaN,66.937,NaN,0.074606,1649160,188.48,0.92883,0.4654,0.48585,0.31438,0.030303,0.12072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00309,7.874,48.695,87,0,NaN,14.66,1007.1,340.18,2e-3,0.054182
0.194,2.3552,25.469,141.95,25.504,142.15,0.12343,0,0.12343,0,1.3348,7.4394,32.9,-106,9.7954,4.0488,0,0,0,1234.6,98.606,0.18633,0.0087388,NaN,66.935,NaN,0.075438,1667555,188.52,0.94882,0.46543,0.48542,0.31437,0.03032,0.12074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0031248,7.874,48.695,87,0,NaN,14.66,1007.1,340.18,2e-3,0.05455
0.196,2.4064,25.753,142,25.788,142.19,0.12611,0,0.12611,0,1.3496,7.4418,32.9,-106,9.7954,3.9985,0,0,0,1234.4,98.391,0.18633,0.0087388,NaN,66.932,NaN,0.076271,1685956,188.57,0.96905,0.46546,0.48501,0.31437,0.030338,0.12076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0031596,7.874,48.695,87,0,NaN,14.659,1007.1,340.18,2e-3,0.054858
0.198,2.4582,26.037,142.11,26.072,142.25,0.12883,0,0.12883,0,1.3645,6.2036,32.9,-106,9.7954,3.9493,0,0,0,1234.2,98.176,0.18632,0.0087388,72.595,66.929,0.7195,0.077104,1704364,188.62,0.98951,0.46549,0.4846,0.31437,0.030356,0.12077,1.0588,0.76185,4.109e-4,0,0,0,0,0,0.0031945,7.874,48.695,87,0,NaN,14.659,1007.1,340.18,3e-3,0.055716
0.201,2.537,26.463,142.18,26.499,142.32,0.13295,0,0.13295,2.1047e-7,1.3831,6.185,32.9,-106,9.7954,3.8778,0,0.11396,-2.0718e-5,1233.9,97.908,0.18631,0.0087388,72.62,66.926,0.72319,0.078355,1732005,188.71,1.0207,0.46554,0.48403,0.31436,0.030383,0.1208,1.0384,0.75065,-4.9496e-4,0,0,0,0,1.6312e-6,0.0032467,7.874,48.695,87,1.132e-6,NaN,14.659,1007.1,340.18,0.0045,0.056231
0.2055,2.6575,27.103,142.29,27.14,142.42,0.13924,0,0.13924,1.2631e-6,1.4109,6.1464,32.9,-106,9.7954,3.7991,0,0.28938,-8.0078e-6,1233.5,97.504,0.1863,0.0087387,72.648,66.92,0.72745,0.080237,1773586,188.83,1.0689,0.46561,0.48342,0.31435,0.030425,0.12084,1.016,0.73919,-9.846e-5,0,0,0,0,1.0031e-5,0.0033252,7.874,48.695,86.999,8.439e-7,NaN,14.658,1007.1,340.18,0.00675,0.057197
0.21225,2.8437,28.064,142.45,28.101,142.58,0.1489,1.117e-8,0.1489,4.2982e-6,1.4521,6.093,32.9,-106,9.7954,3.6852,0,0.56281,-2.9487e-5,1232.9,96.9,0.18628,0.0087387,72.69,66.913,0.73367,0.083063,1836013,189.02,1.1435,0.46572,0.48257,0.31434,0.03049,0.1209,0.98363,0.72179,3.3423e-4,0,0,0,0,3.5404e-5,0.003443,7.874,48.695,86.996,4.2052e-6,NaN,14.657,1007.1,340.18,0.01,0.057504
0.22225,3.1314,29.489,142.69,29.528,142.82,0.16372,3.2782e-8,0.16372,1.1472e-5,1.5127,6.025,32.9,-106,9.7954,3.5246,0,0.99087,-5.8115e-5,1232,95.999,0.18625,0.0087386,72.748,66.901,0.74256,0.087254,1928619,189.25,1.2588,0.46589,0.48143,0.31431,0.03059,0.12099,0.93822,0.6962,-1.2383e-4,0,0,0,0,9.9449e-5,0.0036178,7.874,48.695,86.988,1.9599e-5,NaN,14.655,1007,340.18,0.01,0.057798
0.23225,3.4335,30.917,142.91,30.957,143.04,0.17915,6.6406e-8,0.17915,2.1238e-5,1.5726,5.971,32.9,-106,9.7954,3.372,0,1.4458,3.0656e-5,1230.9,94.924,0.18622,0.0087384,72.804,66.887,0.75142,0.091453,2021373,189.48,1.3798,0.46607,0.48039,0.31429,0.030695,0.12109,0.89529,0.673,2.2911e-4,0,0,0,0,1.9273e-4,0.0037928,7.874,48.695,86.976,2.2809e-5,NaN,14.653,1007,340.18,0.01,0.058149
0.24225,3.7498,32.346,143.13,32.388,143.25,0.19518,1.1244e-7,0.19518,3.3008e-5,1.6321,5.9333,32.9,-106,9.7954,3.2258,0,1.9274,-4.5365e-5,1229.8,93.849,0.18619,0.0087383,72.857,66.873,0.76003,0.095659,2114270,189.7,1.5067,0.46626,0.47946,0.31426,0.030806,0.12119,0.85437,0.64927,8.3638e-7,0,0,0,0,3.1309e-4,0.003968,7.874,48.695,86.959,2.3701e-5,NaN,14.651,1006.9,340.18,0.01,0.058564
0.25225,4.0804,33.778,143.34,33.821,143.46,0.21179,1.7113e-7,0.21179,4.6296e-5,1.6913,5.9189,32.9,-106,9.7954,3.0781,0,2.4346,-2.2156e-5,1228.8,92.774,0.18616,0.0087382,72.912,66.859,0.76876,0.09987,2207279,189.93,1.6391,0.46646,0.47856,0.31424,0.030922,0.1213,0.81322,0.62437,-2.5742e-5,0,0,0,0,4.5827e-4,0.0041436,7.874,48.695,86.938,2.639e-5,NaN,14.648,1006.9,340.18,0.01,0.058903
0.26225,4.4254,35.212,143.55,35.256,143.67,0.229,2.4295e-7,0.229,6.0785e-5,1.7506,5.943,32.9,-106,9.7954,2.9135,0,2.9636,-2.5867e-4,1227.7,91.699,0.18612,0.0087381,72.973,66.845,0.77833,0.10408,2300335,190.16,1.7766,0.46666,0.47759,0.31421,0.031043,0.12141,0.76757,0.59721,-3.7784e-4,0,0,0,0,6.2524e-4,0.0043194,7.874,48.695,86.911,5.1114e-5,NaN,14.646,1006.9,340.17,0.01,0.05923
0.27225,4.7847,36.648,143.75,36.693,143.87,0.24681,3.2859e-7,0.24681,7.6282e-5,1.8102,5.9901,32.9,-106,9.7954,2.7544,0,3.5113,-1.3239e-4,1226.6,90.624,0.18609,0.008738,73.033,66.831,0.78769,0.1083,2393530,190.38,1.92,0.46688,0.47672,0.31418,0.031169,0.12152,0.72368,0.56891,3.7155e-4,0,0,0,0,8.1061e-4,0.0044954,7.874,48.695,86.878,8.2486e-5,NaN,14.644,1006.8,340.17,0.01,0.059598
0.28225,5.1583,38.086,143.94,38.132,144.07,0.26521,4.2893e-7,0.26521,9.2666e-5,1.8704,6.0617,32.9,-106,9.7954,2.5998,0,4.0753,-2.1377e-4,1225.5,89.549,0.18606,0.0087379,73.091,66.817,0.7969,0.11253,2486860,190.61,2.0693,0.4671,0.47593,0.31415,0.031301,0.12165,0.68127,0.54161,3.7142e-4,0,0,0,0,0.0010114,0.0046717,7.874,48.695,86.84,1.2175e-4,NaN,14.641,1006.8,340.17,0.01,0.060011
0.29225,5.5464,39.526,143.91,39.573,144.04,0.28422,5.451e-7,0.28422,1.0989e-4,1.9314,6.1469,32.9,-106,9.7954,2.4489,0,4.6538,-3.055e-4,1224.5,88.474,0.18603,0.0087378,73.149,66.803,0.80597,0.11676,2580321,190.56,2.2245,0.46733,0.47522,0.31412,0.031438,0.12177,0.64007,0.51434,-2.3201e-4,0,0,0,0,0.0012251,0.0048483,7.874,48.695,86.797,1.7949e-4,NaN,14.639,1006.7,340.17,0.01,0.060336
0.30225,5.9489,40.966,143.57,41.014,143.7,0.30384,6.7841e-7,0.30384,1.2793e-4,1.9935,6.2502,32.9,-106,9.7954,2.2942,0,5.2435,-5.9964e-5,1223.4,87.404,0.18599,0.0087377,73.208,66.789,0.81527,0.12099,2673732,190.14,2.3851,0.46758,0.47455,0.31409,0.03158,0.1219,0.59805,0.48656,-2.5882e-4,0,0,0,0,0.0014484,0.0050248,7.874,48.695,86.747,2.1156e-4,NaN,14.636,1006.7,340.17,0.01,0.060663
0.31225,6.3657,42.402,143.21,42.452,143.36,0.32409,8.2983e-7,0.32409,1.467e-4,2.0569,6.4091,32.9,-106,9.7954,2.12,0,5.8366,-3.8638e-5,1222.3,86.337,0.18596,0.0087375,73.275,66.774,0.82555,0.12521,2766821,189.72,2.5503,0.46782,0.47383,0.31406,0.031728,0.12204,0.55099,0.4531,-1.9373e-4,0,0,0,0,0.0016757,0.0052009,7.874,48.695,86.692,2.1643e-4,NaN,14.634,1006.6,340.17,0.01,0.061015
0.32225,6.7969,43.834,142.85,43.886,143.01,0.34498,9.9984e-7,0.34498,1.6606e-4,2.122,6.5987,32.9,-106,9.7954,1.9503,0,6.4264,2.0019e-4,1221.3,85.272,0.18593,0.0087374,73.341,66.76,0.83568,0.12942,2859693,189.3,2.7209,0.46808,0.4732,0.31403,0.031879,0.12218,0.50542,0.42009,1.3472e-4,0,0,0,0,0.0019016,0.0053765,7.874,48.695,86.63,2.0424e-4,NaN,14.631,1006.6,340.17,0.01,0.061387
0.33225,7.2424,45.263,142.49,45.316,142.65,0.36654,1.1885e-6,0.36654,1.8577e-4,2.1892,6.8195,32.9,-106,9.7954,1.7846,0,7.0087,1.9587e-5,1220.2,84.206,0.1859,0.0087373,73.405,66.746,0.84567,0.13362,2952343,188.88,2.8968,0.46835,0.47267,0.31399,0.032036,0.12232,0.46115,0.38799,-1.0209e-4,0,0,0,0,0.0021219,0.0055518,7.874,48.695,86.563,1.8953e-4,NaN,14.628,1006.5,340.16,0.01,0.061702
0.34225,7.7021,46.688,142.12,46.743,142.29,0.38877,1.3958e-6,0.38877,2.0571e-4,2.2587,7.0719,32.9,-106,9.7954,1.6224,0,7.5789,6.1116e-5,1219.1,83.14,0.18586,0.0087372,73.469,66.732,0.85555,0.13781,3044767,188.46,3.0782,0.46862,0.47222,0.31396,0.032198,0.12247,0.41807,0.35574,-1.1205e-4,0,0,0,0,0.0023327,0.0057266,7.874,48.695,86.49,1.9265e-4,NaN,14.625,1006.5,340.16,0.01,0.062053
